chamber,district,environment_baseline_margin,incumbency_balance,scenario,predicted_dem_margin,dem_win_probability,selected_model
house,50,-57.46951227503262,0,environment_dem_favorable,-55.26566274725723,0.00010333341802937721,baseline
house,63,-12.7994009190402,-1,environment_dem_favorable,-10.59555139126481,0.06235654561715656,baseline
house,68,1.87470732275784,1,environment_dem_favorable,4.07855685053323,0.7450869985083264,baseline
house,69,10.027280860094296,1,environment_dem_favorable,12.231130387869687,0.9566418983761064,baseline
house,70,41.10259210062137,1,environment_dem_favorable,43.30644162839676,0.9996733147133708,baseline
house,74,31.41726124826928,0,environment_dem_favorable,33.621110776044674,0.9989642571020753,baseline
house,75,-24.254849893243744,-1,environment_dem_favorable,-22.051000365468354,0.00609302108769492,baseline
house,80,-31.74434886958659,-1,environment_dem_favorable,-29.540499341811202,0.0018265299208098653,baseline
house,82,33.5587923161323,0,environment_dem_favorable,35.76264184390769,0.9992145480652073,baseline
house,85,-24.28153771213197,-1,environment_dem_favorable,-22.07768818435658,0.0060643226213875304,baseline
house,96,-41.48003399067956,0,environment_dem_favorable,-39.27618446290417,0.0005129476242714277,baseline
house,99,30.270041575425907,1,environment_dem_favorable,32.4738911032013,0.9987918982420266,baseline
house,101,-25.79463257058688,-1,environment_dem_favorable,-23.59078304281149,0.004664876916896102,baseline
senate,2,3.3585116519646285,0,environment_dem_favorable,5.562361179740019,0.8111051167978802,baseline
senate,3,-37.27274283857304,0,environment_dem_favorable,-35.06889331079765,0.0008578156047941105,baseline
senate,6,-51.51363947519474,0,environment_dem_favorable,-49.309789947419354,0.00017769226213049948,baseline
senate,7,-8.504259381625046,0,environment_dem_favorable,-6.300409853849655,0.1615746865664621,baseline
senate,8,-51.80794354819332,0,environment_dem_favorable,-49.60409402041793,0.00017276243555231676,baseline
senate,11,-48.11538720757936,0,environment_dem_favorable,-45.91153767980397,0.00024868749112318264,baseline
senate,13,-46.348257981685606,0,environment_dem_favorable,-44.144408453910216,0.0002987860281809135,baseline
senate,14,-41.03088423799503,0,environment_dem_favorable,-38.82703471021964,0.000540689260395962,baseline
senate,16,-20.90080129098672,0,environment_dem_favorable,-18.69695176321133,0.011327269900713786,baseline
senate,22,-57.92312584977384,0,environment_dem_favorable,-55.71927632199845,9.937264305461801e-05,baseline
senate,23,6.94180229173997,0,environment_dem_favorable,9.145651819515361,0.9137081379819956,baseline
senate,25,-26.27479978564177,-1,environment_dem_favorable,-24.07095025786638,0.004301426406280842,baseline
senate,28,5.449745986205526,0,environment_dem_favorable,7.653595513980917,0.8796835860183536,baseline
senate,29,-56.61468695548132,0,environment_dem_favorable,-54.41083742770593,0.00011132074098638398,baseline
senate,32,-50.76054222095612,0,environment_dem_favorable,-48.55669269318073,0.00019108856453191062,baseline
house,2,-63.49062890537633,-1,environment_rep_favorable,-65.69447843315173,4.4974504809938256e-05,baseline
house,4,-29.219723622884857,-1,environment_rep_favorable,-31.423573150660246,0.0013961229321505604,baseline
house,5,-41.902324370500615,-1,environment_rep_favorable,-44.106173898276005,0.0002999959007375459,baseline
house,8,-26.11246426375141,0,environment_rep_favorable,-28.3163137915268,0.002190055146981878,baseline
house,10,4.086021331415267,1,environment_rep_favorable,1.882171803639877,0.621662235728742,baseline
house,15,-12.70290140191546,-1,environment_rep_favorable,-14.906750929690851,0.024345272724645355,baseline
house,16,-73.64992533328218,-1,environment_rep_favorable,-75.85377486105757,2.2353942651312806e-05,baseline
house,19,34.79746144883655,1,environment_rep_favorable,32.59361192106116,0.9988113820665772,baseline
house,20,-19.793763940644155,-1,environment_rep_favorable,-21.997613468419544,0.0061508990729235696,baseline
house,21,-15.561935208509794,-1,environment_rep_favorable,-17.765784736285184,0.013584320576697938,baseline
house,25,-1.0596962261872145,-1,environment_rep_favorable,-3.263545753962605,0.29743004757253333,baseline
house,28,-24.903459959047392,-1,environment_rep_favorable,-27.107309486822782,0.002634641818121886,baseline
house,32,3.158354962154016,0,environment_rep_favorable,0.9545054343786257,0.562670058527711,baseline
house,37,-43.14496715711068,0,environment_rep_favorable,-45.34881668488607,0.0002634757941541966,baseline
house,38,-41.249322256764,-1,environment_rep_favorable,-43.45317178453939,0.00032158399980858067,baseline
house,40,-60.03455656406872,-1,environment_rep_favorable,-62.23840609184411,5.839866843012327e-05,baseline
house,41,-43.86971945352963,-1,environment_rep_favorable,-46.07356898130502,0.00024461343516239876,baseline
house,43,-38.35271371649463,-1,environment_rep_favorable,-40.556563244270016,0.000442635386149578,baseline
house,45,-39.790495057162886,-1,environment_rep_favorable,-41.994344584938275,0.00037683617633098987,baseline
house,47,-11.72279270162599,-1,environment_rep_favorable,-13.92664222940138,0.029983721416471862,baseline
house,50,-57.46951227503262,0,environment_rep_favorable,-59.67336180280801,7.152355382675044e-05,baseline
house,63,-12.7994009190402,-1,environment_rep_favorable,-15.003250446815592,0.02385618412371739,baseline
house,68,1.87470732275784,1,environment_rep_favorable,-0.32914220501755054,0.4782847361618397,baseline
house,69,10.027280860094296,1,environment_rep_favorable,7.823431332318905,0.8841190569357869,baseline
house,70,41.10259210062137,1,environment_rep_favorable,38.89874257284598,0.9994638565615074,baseline
house,74,31.41726124826928,0,environment_rep_favorable,29.21341172049389,0.998083741784881,baseline
house,75,-24.254849893243744,-1,environment_rep_favorable,-26.458699421019134,0.0029161544991272844,baseline
house,80,-31.74434886958659,-1,environment_rep_favorable,-33.948198397361985,0.000992015119143849,baseline
house,82,33.5587923161323,0,environment_rep_favorable,31.354942788356908,0.9985904391765583,baseline
house,85,-24.28153771213197,-1,environment_rep_favorable,-26.48538723990736,0.0029039021246766022,baseline
house,96,-41.48003399067956,0,environment_rep_favorable,-43.68388351845495,0.00031375261089018684,baseline
house,99,30.270041575425907,1,environment_rep_favorable,28.066192047650517,0.9977256346327465,baseline
house,101,-25.79463257058688,-1,environment_rep_favorable,-27.99848209836227,0.0022978360930062695,baseline
senate,2,3.3585116519646285,0,environment_rep_favorable,1.154662124189238,0.5756202304113874,baseline
senate,3,-37.27274283857304,0,environment_rep_favorable,-39.47659236634843,0.0005011143667873091,baseline
senate,6,-51.51363947519474,0,environment_rep_favorable,-53.71748900297013,0.00011834353501819724,baseline
senate,7,-8.504259381625046,0,environment_rep_favorable,-10.708108909400437,0.060806972756361606,baseline
senate,8,-51.80794354819332,0,environment_rep_favorable,-54.01179307596871,0.00011529998454248901,baseline
senate,11,-48.11538720757936,0,environment_rep_favorable,-50.31923673535475,0.0001614451670302282,baseline
senate,13,-46.348257981685606,0,environment_rep_favorable,-48.552107509460996,0.00019117373117803847,baseline
senate,14,-41.03088423799503,0,environment_rep_favorable,-43.23473376577042,0.00032921318053425743,baseline
senate,16,-20.90080129098672,0,environment_rep_favorable,-23.10465081876211,0.005069417564854037,baseline
senate,22,-57.92312584977384,0,environment_rep_favorable,-60.12697537754923,6.89646495100307e-05,baseline
senate,23,6.94180229173997,0,environment_rep_favorable,4.7379527639645795,0.7762736793895675,baseline
senate,25,-26.27479978564177,-1,environment_rep_favorable,-28.478649313417158,0.002137286354911698,baseline
senate,28,5.449745986205526,0,environment_rep_favorable,3.2458964584301357,0.7016028542563548,baseline
senate,29,-56.61468695548132,0,environment_rep_favorable,-58.81853648325671,7.666034309974592e-05,baseline
senate,32,-50.76054222095612,0,environment_rep_favorable,-52.96439174873151,0.00012657776221011954,baseline
