chamber,district,specification,predicted_dem_margin,public_margin,margin_change_vs_public,winner_changed_vs_public,cycle,dem_spending,rep_spending,dem_matched,rep_matched,log_gap_10k,log_gap_50k,log_gap_100k,finance_adjustment,combined_specification,total_change_vs_public
house,74,public_80_20_total_ridge,33.13202950979295,32.583507459078504,0.0,False,2026,49832.69,0.0,1,1,1.7889670741192376,0.6914726793650294,0.4043490855866343,0.5485220507144483,public_80_20_total_ridge__finance_log10__a100__b0.1__cap4,0.5485220507144462
house,75,public_80_20_total_ridge,-24.821801260346206,-25.159556418806183,0.0,False,2026,4586.78,0.0,1,1,0.37753054607403763,0.08776872346370948,0.04484697142204857,0.3377551584599765,public_80_20_total_ridge__finance_log10__a100__b0.1__cap4,0.33775515845997717
house,80,public_80_20_total_ridge,-31.370488688491193,-31.56460879094611,0.0,False,2026,917.04,9583.18,1,1,-0.5843461632365924,-0.15717567787718253,-0.08238510240312755,0.19412010245491657,public_80_20_total_ridge__finance_log10__a100__b0.1__cap4,0.1941201024549173
house,82,public_80_20_total_ridge,36.28581418553167,35.01674433891714,0.0,False,2026,112798.68,0.0,1,0,2.5079611734755556,1.1804913399993149,0.7551763684526404,1.2690698466145303,public_80_20_total_ridge__finance_log10__a100__b0.1__cap4,1.2690698466145278
house,85,public_80_20_total_ridge,-24.015637497335348,-24.32486910931324,0.0,False,2026,2050.46,0.0,1,1,0.18651774048785819,0.04019062724987989,0.020297210851919774,0.30923161197789373,public_80_20_total_ridge__finance_log10__a100__b0.1__cap4,0.30923161197789284
house,96,public_80_20_total_ridge,-41.754761653494924,-41.64407217615401,0.0,False,2026,0.0,64953.42,0,1,-2.0142817609338053,-0.8325039974045763,-0.5004929450271848,-0.11068947734091208,public_80_20_total_ridge__finance_log10__a100__b0.1__cap4,-0.11068947734091239
house,99,public_80_20_total_ridge,33.04271564564179,31.823403903944776,0.0,False,2026,77999.63,0.0,1,0,2.1747475169298673,0.9400043678622934,0.5766112856501481,1.219311741697017,public_80_20_total_ridge__finance_log10__a100__b0.1__cap4,1.219311741697016
house,101,public_80_20_total_ridge,-26.56052270252227,-26.52085457872553,0.0,False,2026,3641.0,107100.08,1,1,-2.1499489902692273,-1.074569353447655,-0.6922691502566687,-0.0396681237967401,public_80_20_total_ridge__finance_log10__a100__b0.1__cap4,-0.03966812379674067
senate,2,public_80_20_total_ridge,1.506730654044257,1.365739626761889,0.0,False,2026,4138.48,26199.1,1,1,-0.940134098417875,-0.34180444316737035,-0.19213926665271508,0.14099102728236798,public_80_20_total_ridge__finance_log10__a100__b0.1__cap4,0.140991027282368
senate,3,public_80_20_total_ridge,-37.480056665410785,-37.71958219015087,0.0,False,2026,5394.110000000001,10374.13,1,1,-0.2802809901010239,-0.08608743151944315,-0.046169024480509746,0.23952552474008315,public_80_20_total_ridge__finance_log10__a100__b0.1__cap4,0.23952552474008115
senate,6,public_80_20_total_ridge,-51.15863783282531,-51.33435722894423,0.0,False,2026,1474.18,13281.73,1,1,-0.7075696391187066,-0.20651633917349987,-0.11007351983722011,0.17571939611891377,public_80_20_total_ridge__finance_log10__a100__b0.1__cap4,0.17571939611891452
senate,7,public_80_20_total_ridge,-9.186039393847308,-9.453156895869265,0.0,False,2026,7174.19,8895.32,1,1,-0.09550659693110075,-0.02965905801696142,-0.015931599086041776,0.26711750202195744,public_80_20_total_ridge__finance_log10__a100__b0.1__cap4,0.26711750202195716
senate,8,public_80_20_total_ridge,-51.77449202519547,-51.84573512309653,0.0,False,2026,0.0,30845.56,1,1,-1.4072130320742668,-0.48051766257494355,-0.2688475104291739,0.07124309790106334,public_80_20_total_ridge__finance_log10__a100__b0.1__cap4,0.07124309790106054
senate,11,public_80_20_total_ridge,-47.979780668425065,-48.05910770915243,0.0,False,2026,2900.73,39916.99,1,1,-1.3530775268550999,-0.5304697729948512,-0.3072845811050975,0.0793270407273639,public_80_20_total_ridge__finance_log10__a100__b0.1__cap4,0.07932704072736385
senate,13,public_80_20_total_ridge,-48.250644468824014,-48.03819977698762,0.0,False,2026,2488.98,330979.88,1,1,-3.306976817139798,-1.9821433225307525,-1.4363061262760417,-0.21244469183639475,public_80_20_total_ridge__finance_log10__a100__b0.1__cap4,-0.2124446918363958
senate,14,public_80_20_total_ridge,-41.436711860173936,-41.55322693125855,0.0,False,2026,0.0,20163.32,1,1,-1.1040415236629946,-0.33880266192669656,-0.1836816314729341,0.11651507108461275,public_80_20_total_ridge__finance_log10__a100__b0.1__cap4,0.11651507108461345
senate,16,public_80_20_total_ridge,-21.904180054360598,-22.20548101233912,0.0,False,2026,1427.17,0.0,1,1,0.13340876010546263,0.028143626595408328,0.01417081799509372,0.3013009579785219,public_80_20_total_ridge__finance_log10__a100__b0.1__cap4,0.30130095797852263
senate,22,public_80_20_total_ridge,-56.9298526484604,-56.92023492844067,0.0,False,2026,2270.5,76134.44,1,1,-1.9487113237661915,-0.8809161638599278,-0.5436263032539382,-0.00961772001972494,public_80_20_total_ridge__finance_log10__a100__b0.1__cap4,-0.00961772001972605
senate,23,public_80_20_total_ridge,10.576078862131208,9.392740797125253,0.0,False,2026,59160.42,0.0,1,0,1.9338436406770982,0.7807955379677998,0.46474243842113816,1.1833380650059555,public_80_20_total_ridge__finance_log10__a100__b0.1__cap4,1.1833380650059553
senate,28,public_80_20_total_ridge,8.01687106822678,7.768603045891093,0.0,False,2026,0.0,2482.41,1,1,-0.22173536027845697,-0.04845506040939058,-0.024520988107634898,0.24826802233568743,public_80_20_total_ridge__finance_log10__a100__b0.1__cap4,0.24826802233568745
senate,29,public_80_20_total_ridge,-56.40188141958536,-56.59198046403853,0.0,False,2026,0.0,0.0,0,1,0.0,0.0,0.0,0.19009904445316728,public_80_20_total_ridge__finance_log10__a100__b0.1__cap4,0.19009904445317005
senate,32,public_80_20_total_ridge,-51.73349890629706,-51.41751877474897,0.0,False,2026,1291.86,606711.73,1,1,-4.000319590253643,-2.549713089952201,-1.9426167931868132,-0.3159801315480859,public_80_20_total_ridge__finance_log10__a100__b0.1__cap4,-0.3159801315480877
house,2,public_80_20_total_ridge,-62.44556506213457,-63.44556506213457,0.0,False,2026,2130.07,0.0,1,0,0.19310240076142027,0.04171893614782096,0.02107701100264089,1.0,public_80_20_total_ridge__finance_log10__a100__b0.25__cap1,1.0
house,4,public_80_20_total_ridge,-29.677060822559298,-30.168234192443013,0.0,False,2026,0.0,7658.18,1,1,-0.5686140391133083,-0.14250912194124715,-0.07379102193030607,0.49117336988371413,public_80_20_total_ridge__finance_log10__a100__b0.25__cap1,0.49117336988371463
house,5,public_80_20_total_ridge,-41.5410704347182,-42.22783247880138,0.0,False,2026,1966.32,2513.31,1,1,-0.04469684076366534,-0.010470844844913348,-0.005350081127631662,0.6867620440831815,public_80_20_total_ridge__finance_log10__a100__b0.25__cap1,0.6867620440831814
house,8,public_80_20_total_ridge,-27.156717138273457,-27.045765902606977,0.0,False,2026,0.0,38077.65,0,1,-1.570232319166513,-0.5661958063397082,-0.3226460220828485,-0.1109512356664818,public_80_20_total_ridge__finance_log10__a100__b0.25__cap1,-0.11095123566648013
house,10,public_80_20_total_ridge,6.179921085962886,5.179921085962886,0.0,False,2026,82963.44,0.0,1,0,2.2296212045883923,0.9780511977871461,0.6041161654735981,1.0,public_80_20_total_ridge__finance_log10__a100__b0.25__cap1,1.0
house,15,public_80_20_total_ridge,-12.991118213158112,-13.49899760982322,0.0,False,2026,3556.6600000000003,12890.96,1,1,-0.5238641333087624,-0.16066227427849852,-0.08630349456205647,0.5078793966651084,public_80_20_total_ridge__finance_log10__a100__b0.25__cap1,0.5078793966651087
house,16,public_80_20_total_ridge,-72.52907788327092,-72.98027779212242,0.0,False,2026,1358.78,12324.41,1,1,-0.6756896854821661,-0.1935172576531,-0.10272470269303795,0.4511999088515007,public_80_20_total_ridge__finance_log10__a100__b0.25__cap1,0.45119990885150685
house,19,public_80_20_total_ridge,37.191402249555054,36.191402249555054,0.0,False,2026,20841.49,7.08,1,1,1.1255680189258501,0.348280250604135,0.18923870331475076,1.0,public_80_20_total_ridge__finance_log10__a100__b0.25__cap1,1.0
house,20,public_80_20_total_ridge,-23.862469566678826,-22.96397059610957,0.0,False,2026,0.0,386389.23,0,1,-3.6798115395669573,-2.1665115690328327,-1.5818390021489854,-0.8984989705692561,public_80_20_total_ridge__finance_log10__a100__b0.25__cap1,-0.898498970569257
house,21,public_80_20_total_ridge,-15.80940578085471,-16.342279964211833,0.0,False,2026,2993.67,10519.46,1,1,-0.45691138836775264,-0.13279249375310215,-0.07052408401935421,0.5328741833571229,public_80_20_total_ridge__finance_log10__a100__b0.25__cap1,0.5328741833571229
house,25,public_80_20_total_ridge,-1.8665636583598526,-2.465418547051442,0.0,False,2026,3969.71,8486.9,1,1,-0.28017095886459525,-0.08037983427690244,-0.0425298216441331,0.5988548886915893,public_80_20_total_ridge__finance_log10__a100__b0.25__cap1,0.5988548886915894
house,28,public_80_20_total_ridge,-23.955936737188114,-24.862708072052687,0.0,False,2026,12418.47,3003.91,1,1,0.544635091204571,0.16349554075177486,0.08746129912914563,0.9067713348645721,public_80_20_total_ridge__finance_log10__a100__b0.25__cap1,0.9067713348645725
house,32,public_80_20_total_ridge,4.055779429281202,3.422618194788681,0.0,False,2026,15629.18,20938.68,1,1,-0.18827563490883237,-0.07779542777717835,-0.04489529375194759,0.633161234492521,public_80_20_total_ridge__finance_log10__a100__b0.25__cap1,0.6331612344925208
house,37,public_80_20_total_ridge,-41.56116048572239,-42.52828814659968,0.0,False,2026,10264.99,0.0,1,1,0.7063096736244711,0.18672833267835465,0.09771628281545618,0.9671276608772897,public_80_20_total_ridge__finance_log10__a100__b0.25__cap1,0.9671276608772885
house,38,public_80_20_total_ridge,-40.88855633504467,-40.851162777982296,0.0,False,2026,2379.46,80062.89,1,1,-1.9844695565113053,-0.9095035729596685,-0.564620072209157,-0.03739355706237446,public_80_20_total_ridge__finance_log10__a100__b0.25__cap1,-0.037393557062372906
house,40,public_80_20_total_ridge,-58.91772109645968,-59.91772109645968,0.0,False,2026,1870.26,0.0,1,0,0.1714510193472047,0.03672259545392839,0.018529856883130746,1.0,public_80_20_total_ridge__finance_log10__a100__b0.25__cap1,1.0
house,41,public_80_20_total_ridge,-43.539912696619275,-44.01924227829869,0.0,False,2026,2570.4700000000003,12912.67,1,1,-0.6003396201534085,-0.17959301901280428,-0.09606461352009811,0.47932958167941886,public_80_20_total_ridge__finance_log10__a100__b0.25__cap1,0.47932958167941564
house,43,public_80_20_total_ridge,-39.717240658823016,-39.82294291486019,0.0,False,2026,0.0,16909.37,0,1,-0.9898894600994809,-0.29131601168931237,-0.1562288332555317,0.1057022560371782,public_80_20_total_ridge__finance_log10__a100__b0.25__cap1,0.10570225603717631
house,45,public_80_20_total_ridge,-41.55326117840759,-41.76377173462995,0.0,False,2026,6870.18,53178.51,1,1,-1.3204166453543218,-0.5956894685020214,-0.35998914649100555,0.21051055622236103,public_80_20_total_ridge__finance_log10__a100__b0.25__cap1,0.21051055622235992
house,47,public_80_20_total_ridge,-11.542237344054575,-12.542237344054575,0.0,False,2026,7886.19,0.0,1,0,0.5814438137070228,0.1464558360211697,0.07590668920613086,1.0,public_80_20_total_ridge__finance_log10__a100__b0.25__cap1,1.0
house,50,public_80_20_total_ridge,-57.02791757418095,-56.83020958474616,0.0,False,2026,0.0,50655.48,0,1,-1.8026248928072848,-0.6996805912758671,-0.4098254546319161,-0.19770798943478762,public_80_20_total_ridge__finance_log10__a100__b0.25__cap1,-0.1977079894347895
house,63,public_80_20_total_ridge,-14.421299675041626,-14.482754089763738,0.0,False,2026,0.0,20295.52,0,1,-1.108414753804203,-0.34068506447304947,-0.18478119606635568,0.06145441472211194,public_80_20_total_ridge__finance_log10__a100__b0.25__cap1,0.061454414722112105
house,68,public_80_20_total_ridge,5.266248801475497,4.266248801475497,0.0,False,2026,44160.17,0.0,1,0,1.689360674452906,0.6329742629597985,0.36575478711652415,1.0,public_80_20_total_ridge__finance_log10__a100__b0.25__cap1,1.0
house,69,public_80_20_total_ridge,14.2672920863345,13.2672920863345,0.0,False,2026,98234.15,0.0,1,1,2.3817118428447257,1.0867701127373528,0.6842787217720916,1.0,public_80_20_total_ridge__finance_log10__a100__b0.25__cap1,1.0
house,70,public_80_20_total_ridge,42.91480015719437,42.14172683432893,0.0,False,2026,5880.95,3178.91,1,1,0.18650245311498242,0.04956164578247932,0.025850878042357077,0.7730733228654436,public_80_20_total_ridge__finance_log10__a100__b0.25__cap1,0.773073322865443
house,74,public_80_20_total_ridge,33.583507459078504,32.583507459078504,0.0,False,2026,49832.69,0.0,1,1,1.7889670741192376,0.6914726793650294,0.4043490855866343,1.0,public_80_20_total_ridge__finance_log10__a100__b0.25__cap1,1.0
house,75,public_80_20_total_ridge,-24.315168522656244,-25.159556418806183,0.0,False,2026,4586.78,0.0,1,1,0.37753054607403763,0.08776872346370948,0.04484697142204857,0.8443878961499411,public_80_20_total_ridge__finance_log10__a100__b0.25__cap1,0.8443878961499394
house,80,public_80_20_total_ridge,-31.07930853480882,-31.56460879094611,0.0,False,2026,917.04,9583.18,1,1,-0.5843461632365924,-0.15717567787718253,-0.08238510240312755,0.4853002561372914,public_80_20_total_ridge__finance_log10__a100__b0.25__cap1,0.48530025613728967
house,82,public_80_20_total_ridge,36.01674433891714,35.01674433891714,0.0,False,2026,112798.68,0.0,1,0,2.5079611734755556,1.1804913399993149,0.7551763684526404,1.0,public_80_20_total_ridge__finance_log10__a100__b0.25__cap1,1.0
house,85,public_80_20_total_ridge,-23.551790079368505,-24.32486910931324,0.0,False,2026,2050.46,0.0,1,1,0.18651774048785819,0.04019062724987989,0.020297210851919774,0.7730790299447343,public_80_20_total_ridge__finance_log10__a100__b0.25__cap1,0.7730790299447357
house,96,public_80_20_total_ridge,-41.92079586950629,-41.64407217615401,0.0,False,2026,0.0,64953.42,0,1,-2.0142817609338053,-0.8325039974045763,-0.5004929450271848,-0.2767236933522802,public_80_20_total_ridge__finance_log10__a100__b0.25__cap1,-0.276723693352281
house,99,public_80_20_total_ridge,32.82340390394478,31.823403903944776,0.0,False,2026,77999.63,0.0,1,0,2.1747475169298673,0.9400043678622934,0.5766112856501481,1.0,public_80_20_total_ridge__finance_log10__a100__b0.25__cap1,1.0000000000000036
house,101,public_80_20_total_ridge,-26.62002488821738,-26.52085457872553,0.0,False,2026,3641.0,107100.08,1,1,-2.1499489902692273,-1.074569353447655,-0.6922691502566687,-0.09917030949185024,public_80_20_total_ridge__finance_log10__a100__b0.25__cap1,-0.0991703094918499
senate,2,public_80_20_total_ridge,1.7182171949678091,1.365739626761889,0.0,False,2026,4138.48,26199.1,1,1,-0.940134098417875,-0.34180444316737035,-0.19213926665271508,0.3524775682059199,public_80_20_total_ridge__finance_log10__a100__b0.25__cap1,0.35247756820592
senate,3,public_80_20_total_ridge,-37.12076837830066,-37.71958219015087,0.0,False,2026,5394.110000000001,10374.13,1,1,-0.2802809901010239,-0.08608743151944315,-0.046169024480509746,0.5988138118502079,public_80_20_total_ridge__finance_log10__a100__b0.25__cap1,0.5988138118502064
senate,6,public_80_20_total_ridge,-50.895058738646945,-51.33435722894423,0.0,False,2026,1474.18,13281.73,1,1,-0.7075696391187066,-0.20651633917349987,-0.11007351983722011,0.4392984902972844,public_80_20_total_ridge__finance_log10__a100__b0.25__cap1,0.43929849029728274
senate,7,public_80_20_total_ridge,-8.785363140814372,-9.453156895869265,0.0,False,2026,7174.19,8895.32,1,1,-0.09550659693110075,-0.02965905801696142,-0.015931599086041776,0.6677937550548936,public_80_20_total_ridge__finance_log10__a100__b0.25__cap1,0.6677937550548929
senate,8,public_80_20_total_ridge,-51.66762737834387,-51.84573512309653,0.0,False,2026,0.0,30845.56,1,1,-1.4072130320742668,-0.48051766257494355,-0.2688475104291739,0.17810774475265834,public_80_20_total_ridge__finance_log10__a100__b0.25__cap1,0.17810774475265845
senate,11,public_80_20_total_ridge,-47.86079010733402,-48.05910770915243,0.0,False,2026,2900.73,39916.99,1,1,-1.3530775268550999,-0.5304697729948512,-0.3072845811050975,0.19831760181840974,public_80_20_total_ridge__finance_log10__a100__b0.25__cap1,0.19831760181840963
senate,13,public_80_20_total_ridge,-48.56931150657861,-48.03819977698762,0.0,False,2026,2488.98,330979.88,1,1,-3.306976817139798,-1.9821433225307525,-1.4363061262760417,-0.5311117295909868,public_80_20_total_ridge__finance_log10__a100__b0.25__cap1,-0.5311117295909895
senate,14,public_80_20_total_ridge,-41.26193925354702,-41.55322693125855,0.0,False,2026,0.0,20163.32,1,1,-1.1040415236629946,-0.33880266192669656,-0.1836816314729341,0.29128767771153186,public_80_20_total_ridge__finance_log10__a100__b0.25__cap1,0.2912876777115301
senate,16,public_80_20_total_ridge,-21.452228617392816,-22.20548101233912,0.0,False,2026,1427.17,0.0,1,1,0.13340876010546263,0.028143626595408328,0.01417081799509372,0.7532523949463047,public_80_20_total_ridge__finance_log10__a100__b0.25__cap1,0.7532523949463048
senate,22,public_80_20_total_ridge,-56.94427922848998,-56.92023492844067,0.0,False,2026,2270.5,76134.44,1,1,-1.9487113237661915,-0.8809161638599278,-0.5436263032539382,-0.02404430004931235,public_80_20_total_ridge__finance_log10__a100__b0.25__cap1,-0.024044300049311573
senate,23,public_80_20_total_ridge,10.392740797125253,9.392740797125253,0.0,False,2026,59160.42,0.0,1,0,1.9338436406770982,0.7807955379677998,0.46474243842113816,1.0,public_80_20_total_ridge__finance_log10__a100__b0.25__cap1,1.0
senate,28,public_80_20_total_ridge,8.389273101730312,7.768603045891093,0.0,False,2026,0.0,2482.41,1,1,-0.22173536027845697,-0.04845506040939058,-0.024520988107634898,0.6206700558392185,public_80_20_total_ridge__finance_log10__a100__b0.25__cap1,0.6206700558392191
senate,29,public_80_20_total_ridge,-56.116732852905606,-56.59198046403853,0.0,False,2026,0.0,0.0,0,1,0.0,0.0,0.0,0.47524761113291814,public_80_20_total_ridge__finance_log10__a100__b0.25__cap1,0.4752476111329216
senate,32,public_80_20_total_ridge,-52.20746910361918,-51.41751877474897,0.0,False,2026,1291.86,606711.73,1,1,-4.000319590253643,-2.549713089952201,-1.9426167931868132,-0.7899503288702148,public_80_20_total_ridge__finance_log10__a100__b0.25__cap1,-0.7899503288702121
